Label.ID,Label.Name,R,G,B,Flag
147,LH_Default_pCunPCC_5,205,64,85,0
148,LH_Default_pCunPCC_6,205,64,86,0
149,LH_Default_pCunPCC_7,205,65,79,0
150,LH_Default_pCunPCC_8,205,65,80,0
151,RH_Vis_1,120,17,133,0
152,RH_Vis_2,120,17,134,0
153,RH_Vis_3,120,17,135,0
154,RH_Vis_4,120,18,128,0
155,RH_Vis_5,120,18,129,0
156,RH_Vis_6,120,18,130,0
157,RH_Vis_7,120,18,131,0
158,RH_Vis_8,120,18,132,0
159,RH_Vis_9,120,18,133,0
160,RH_Vis_10,120,18,134,0
161,RH_Vis_11,120,18,136,0
162,RH_Vis_12,120,18,137,0
163,RH_Vis_13,120,18,138,0
164,RH_Vis_14,120,18,139,0
165,RH_Vis_15,120,18,140,0
166,RH_Vis_16,120,18,141,0
167,RH_Vis_17,120,18,142,0
168,RH_Vis_18,120,19,135,0
169,RH_Vis_19,120,19,136,0
170,RH_Vis_20,120,19,137,0
171,RH_Vis_21,120,19,138,0
172,RH_Vis_22,120,19,139,0
173,RH_Vis_23,120,19,140,0
174,RH_SomMot_1,70,129,177,0
175,RH_SomMot_2,70,129,178,0
176,RH_SomMot_3,70,129,179,0
177,RH_SomMot_4,70,129,180,0
178,RH_SomMot_5,70,129,181,0
179,RH_SomMot_6,70,130,174,0
180,RH_SomMot_7,70,130,175,0
181,RH_SomMot_8,70,130,176,0
182,RH_SomMot_9,70,130,177,0
183,RH_SomMot_10,70,130,178,0
184,RH_SomMot_11,70,130,179,0
185,RH_SomMot_12,70,130,180,0
186,RH_SomMot_13,70,130,182,0
187,RH_SomMot_14,70,130,183,0
188,RH_SomMot_15,70,130,184,0
189,RH_SomMot_16,70,130,185,0
190,RH_SomMot_17,70,130,186,0
191,RH_SomMot_18,70,130,187,0
192,RH_SomMot_19,70,130,188,0
193,RH_SomMot_20,70,131,181,0
194,RH_SomMot_21,70,131,182,0
195,RH_SomMot_22,70,131,183,0
196,RH_SomMot_23,70,131,184,0
197,RH_SomMot_24,70,131,185,0
198,RH_SomMot_25,70,131,186,0
199,RH_SomMot_26,70,131,187,0
200,RH_SomMot_27,70,131,188,0
201,RH_SomMot_28,70,132,181,0
202,RH_DorsAttn_Post_1,0,119,10,0
203,RH_DorsAttn_Post_2,0,119,11,0
204,RH_DorsAttn_Post_3,0,119,12,0
205,RH_DorsAttn_Post_4,0,119,13,0
206,RH_DorsAttn_Post_5,0,119,14,0
207,RH_DorsAttn_Post_6,0,119,16,0
208,RH_DorsAttn_Post_7,0,119,17,0
209,RH_DorsAttn_Post_8,0,119,18,0
210,RH_DorsAttn_Post_9,0,119,19,0
211,RH_DorsAttn_Post_10,0,119,20,0
212,RH_DorsAttn_Post_11,0,119,21,0
213,RH_DorsAttn_Post_12,0,119,22,0
214,RH_DorsAttn_Post_13,0,120,15,0
215,RH_DorsAttn_Post_14,0,120,16,0
216,RH_DorsAttn_FEF_1,1,118,15,0
217,RH_DorsAttn_FEF_2,1,118,16,0
218,RH_DorsAttn_FEF_3,1,118,17,0
219,RH_DorsAttn_PrCv_1,1,118,18,0
220,RH_SalVentAttn_TempOccPar_1,197,58,250,0
221,RH_SalVentAttn_TempOccPar_2,197,58,252,0
222,RH_SalVentAttn_TempOccPar_3,197,58,253,0
223,RH_SalVentAttn_TempOccPar_4,197,58,254,0
224,RH_SalVentAttn_TempOccPar_5,197,58,255,0
225,RH_SalVentAttn_PrC_1,197,59,251,0
226,RH_SalVentAttn_FrOperIns_1,197,59,250,0
227,RH_SalVentAttn_FrOperIns_2,197,59,252,0
228,RH_SalVentAttn_FrOperIns_3,197,59,253,0
229,RH_SalVentAttn_FrOperIns_4,197,59,254,0
230,RH_SalVentAttn_FrOperIns_5,197,59,255,0
231,RH_SalVentAttn_FrOperIns_6,194,52,250,0
232,RH_SalVentAttn_Med_1,196,57,248,0
233,RH_SalVentAttn_Med_2,196,57,250,0
234,RH_SalVentAttn_Med_3,196,57,251,0
235,RH_SalVentAttn_Med_4,196,57,252,0
236,RH_SalVentAttn_Med_5,196,57,253,0
237,RH_SalVentAttn_Med_6,196,57,254,0
238,RH_Limbic_OFC_1,220,249,165,0
239,RH_Limbic_OFC_2,220,249,166,0
240,RH_Limbic_OFC_3,220,249,167,0
241,RH_Limbic_OFC_4,220,249,168,0
242,RH_Limbic_TempPole_1,220,249,164,0
243,RH_Limbic_TempPole_2,220,249,169,0
244,RH_Limbic_TempPole_3,220,249,170,0
245,RH_Limbic_TempPole_4,220,249,171,0
246,RH_Limbic_TempPole_5,220,249,172,0
247,RH_Limbic_TempPole_6,220,250,165,0
248,RH_Cont_Par_1,230,147,35,0
249,RH_Cont_Par_2,230,147,36,0
250,RH_Cont_Par_3,230,147,37,0
251,RH_Cont_Temp_1,230,147,34,0
252,RH_Cont_PFCv_1,229,148,35,0
253,RH_Cont_PFCl_1,229,148,29,0
254,RH_Cont_PFCl_2,229,148,30,0
255,RH_Cont_PFCl_3,229,148,31,0
256,RH_Cont_PFCl_4,229,148,32,0
257,RH_Cont_PFCl_5,229,148,34,0
258,RH_Cont_PFCl_6,229,148,36,0
259,RH_Cont_PFCl_7,229,148,37,0
260,RH_Cont_PFCl_8,229,148,38,0
261,RH_Cont_PFCl_9,229,148,39,0
262,RH_Cont_PFCl_10,229,148,40,0
263,RH_Cont_PFCl_11,229,149,33,0
264,RH_Cont_PFCl_12,229,149,34,0
265,RH_Cont_pCun_1,229,147,35,0
266,RH_Cont_pCun_2,229,147,36,0
267,RH_Cont_Cing_1,229,147,34,0
268,RH_Cont_Cing_2,229,147,37,0
269,RH_Cont_PFCmp_1,230,148,37,0
270,RH_Cont_PFCmp_2,230,148,38,0
271,RH_Default_Par_1,205,62,76,0
272,RH_Default_Par_2,205,62,78,0
273,RH_Default_Par_3,205,62,79,0
274,RH_Default_Par_4,205,62,80,0
275,RH_Default_Par_5,205,62,81,0
276,RH_Default_Temp_1,205,61,77,0
277,RH_Default_Temp_2,205,61,79,0
278,RH_Default_Temp_3,205,61,80,0
279,RH_Default_Temp_4,205,61,81,0
280,RH_Default_Temp_5,205,61,82,0
281,RH_Default_Temp_6,205,61,83,0
282,RH_Default_PFCv_1,205,61,78,0
283,RH_Default_PFCv_2,205,61,84,0
284,RH_Default_PFCv_3,205,62,77,0
285,RH_Default_PFCdPFCm_1,204,62,75,0
286,RH_Default_PFCdPFCm_2,204,62,76,0
287,RH_Default_PFCdPFCm_3,204,62,77,0
288,RH_Default_PFCdPFCm_4,204,62,79,0
289,RH_Default_PFCdPFCm_5,204,62,80,0
290,RH_Default_PFCdPFCm_6,204,62,81,0
291,RH_Default_PFCdPFCm_7,204,62,82,0
292,RH_Default_PFCdPFCm_8,204,62,83,0
293,RH_Default_PFCdPFCm_9,204,62,84,0
294,RH_Default_PFCdPFCm_10,204,62,85,0
295,RH_Default_pCunPCC_1,204,62,78,0
296,RH_Default_pCunPCC_2,204,63,77,0
297,RH_Default_pCunPCC_3,204,63,78,0
298,RH_Default_pCunPCC_4,204,63,79,0
299,RH_Default_pCunPCC_5,204,63,80,0
300,RH_Default_pCunPCC_6,204,63,81,0
