Label.ID,Label.Name,R,G,B,Flag
1,LH_Vis_1,120,17,132,0
2,LH_Vis_2,120,17,133,0
3,LH_Vis_3,120,17,134,0
4,LH_Vis_4,120,18,127,0
5,LH_Vis_5,120,18,128,0
6,LH_Vis_6,120,18,129,0
7,LH_Vis_7,120,18,130,0
8,LH_Vis_8,120,18,131,0
9,LH_Vis_9,120,18,132,0
10,LH_Vis_10,120,18,133,0
11,LH_Vis_11,120,18,135,0
12,LH_Vis_12,120,18,136,0
13,LH_Vis_13,120,18,137,0
14,LH_Vis_14,120,18,138,0
15,LH_Vis_15,120,18,139,0
16,LH_Vis_16,120,18,140,0
17,LH_Vis_17,120,18,141,0
18,LH_Vis_18,120,19,134,0
19,LH_Vis_19,120,19,135,0
20,LH_Vis_20,120,19,136,0
21,LH_Vis_21,120,19,137,0
22,LH_Vis_22,120,19,138,0
23,LH_Vis_23,120,19,139,0
24,LH_Vis_24,120,19,140,0
25,LH_SomMot_1,70,129,175,0
26,LH_SomMot_2,70,129,176,0
27,LH_SomMot_3,70,129,177,0
28,LH_SomMot_4,70,129,178,0
29,LH_SomMot_5,70,129,179,0
30,LH_SomMot_6,70,129,180,0
31,LH_SomMot_7,70,130,173,0
32,LH_SomMot_8,70,130,174,0
33,LH_SomMot_9,70,130,175,0
34,LH_SomMot_10,70,130,176,0
35,LH_SomMot_11,70,130,177,0
36,LH_SomMot_12,70,130,178,0
37,LH_SomMot_13,70,130,179,0
38,LH_SomMot_14,70,130,181,0
39,LH_SomMot_15,70,130,182,0
40,LH_SomMot_16,70,130,183,0
41,LH_SomMot_17,70,130,184,0
42,LH_SomMot_18,70,130,185,0
43,LH_SomMot_19,70,130,186,0
44,LH_SomMot_20,70,130,187,0
45,LH_SomMot_21,70,131,180,0
46,LH_SomMot_22,70,131,181,0
47,LH_SomMot_23,70,131,182,0
48,LH_SomMot_24,70,131,183,0
49,LH_SomMot_25,70,131,184,0
50,LH_SomMot_26,70,131,185,0
51,LH_SomMot_27,70,131,186,0
52,LH_SomMot_28,70,131,187,0
53,LH_SomMot_29,70,132,180,0
54,LH_DorsAttn_Post_1,0,118,10,0
55,LH_DorsAttn_Post_2,0,118,11,0
56,LH_DorsAttn_Post_3,0,118,12,0
57,LH_DorsAttn_Post_4,0,118,13,0
58,LH_DorsAttn_Post_5,0,118,15,0
59,LH_DorsAttn_Post_6,0,118,16,0
60,LH_DorsAttn_Post_7,0,118,17,0
61,LH_DorsAttn_Post_8,0,118,18,0
62,LH_DorsAttn_Post_9,0,118,19,0
63,LH_DorsAttn_Post_10,0,118,20,0
64,LH_DorsAttn_Post_11,0,118,21,0
65,LH_DorsAttn_Post_12,0,119,14,0
66,LH_DorsAttn_FEF_1,0,118,22,0
67,LH_DorsAttn_FEF_2,0,119,15,0
68,LH_DorsAttn_FEF_3,0,119,16,0
69,LH_DorsAttn_PrCv_1,0,119,17,0
70,LH_SalVentAttn_ParOper_1,196,58,251,0
71,LH_SalVentAttn_ParOper_2,196,58,252,0
72,LH_SalVentAttn_ParOper_3,196,58,253,0
73,LH_SalVentAttn_TempOcc_1,196,58,254,0
74,LH_SalVentAttn_FrOperIns_1,196,59,248,0
75,LH_SalVentAttn_FrOperIns_2,196,59,249,0
76,LH_SalVentAttn_FrOperIns_3,196,59,251,0
77,LH_SalVentAttn_FrOperIns_4,196,59,252,0
78,LH_SalVentAttn_FrOperIns_5,196,59,253,0
79,LH_SalVentAttn_FrOperIns_6,196,59,254,0
80,LH_SalVentAttn_FrOperIns_7,196,59,255,0
81,LH_SalVentAttn_PFCl_1,193,52,249,0
82,LH_SalVentAttn_Med_1,197,58,251,0
83,LH_SalVentAttn_Med_2,197,58,252,0
84,LH_SalVentAttn_Med_3,197,58,253,0
85,LH_SalVentAttn_Med_4,197,58,254,0
86,LH_Limbic_OFC_1,220,248,165,0
87,LH_Limbic_OFC_2,220,248,166,0
88,LH_Limbic_OFC_3,220,248,167,0
89,LH_Limbic_TempPole_1,220,248,163,0
90,LH_Limbic_TempPole_2,220,248,164,0
91,LH_Limbic_TempPole_3,220,248,168,0
92,LH_Limbic_TempPole_4,220,248,169,0
93,LH_Limbic_TempPole_5,220,248,170,0
94,LH_Limbic_TempPole_6,220,248,171,0
95,LH_Limbic_TempPole_7,220,248,172,0
96,LH_Cont_Par_1,230,148,35,0
97,LH_Cont_Par_2,230,148,36,0
98,LH_Cont_Par_3,230,148,37,0
99,LH_Cont_Par_4,230,148,38,0
100,LH_Cont_Temp_1,230,148,39,0
101,LH_Cont_OFC_1,230,149,33,0
102,LH_Cont_PFCl_1,230,149,34,0
103,LH_Cont_PFCl_2,230,149,36,0
104,LH_Cont_PFCl_3,230,149,37,0
105,LH_Cont_PFCl_4,230,149,38,0
106,LH_Cont_PFCl_5,230,149,39,0
107,LH_Cont_PFCl_6,230,149,40,0
108,LH_Cont_pCun_1,231,149,35,0
109,LH_Cont_pCun_2,231,149,36,0
110,LH_Cont_Cing_1,231,149,37,0
111,LH_Cont_Cing_2,231,149,38,0
112,LH_Cont_PFCmp_1,230,148,34,0
113,LH_Default_Temp_1,205,62,75,0
114,LH_Default_Temp_2,205,62,76,0
115,LH_Default_Temp_3,205,62,77,0
116,LH_Default_Temp_4,205,62,78,0
117,LH_Default_Temp_5,205,62,80,0
118,LH_Default_Temp_6,205,62,81,0
119,LH_Default_Temp_7,205,62,82,0
120,LH_Default_Temp_8,205,62,83,0
121,LH_Default_Par_1,205,62,84,0
122,LH_Default_Par_2,205,62,85,0
123,LH_Default_Par_3,205,62,86,0
124,LH_Default_Par_4,205,63,79,0
125,LH_Default_PFC_1,205,63,71,0
126,LH_Default_PFC_2,205,63,72,0
127,LH_Default_PFC_3,205,63,73,0
128,LH_Default_PFC_4,205,63,74,0
129,LH_Default_PFC_5,205,63,75,0
130,LH_Default_PFC_6,205,63,76,0
131,LH_Default_PFC_7,205,63,77,0
132,LH_Default_PFC_8,205,63,80,0
133,LH_Default_PFC_9,205,63,81,0
134,LH_Default_PFC_10,205,63,82,0
135,LH_Default_PFC_11,205,63,83,0
136,LH_Default_PFC_12,205,63,84,0
137,LH_Default_PFC_13,205,63,85,0
138,LH_Default_PFC_14,205,64,78,0
139,LH_Default_PFC_15,205,64,79,0
140,LH_Default_PFC_16,205,64,80,0
141,LH_Default_PFC_17,205,64,81,0
142,LH_Default_PFC_18,205,64,82,0
143,LH_Default_pCunPCC_1,205,63,78,0
144,LH_Default_pCunPCC_2,205,63,86,0
145,LH_Default_pCunPCC_3,205,64,83,0
146,LH_Default_pCunPCC_4,205,64,84,0
