Label.ID,Label.Name,R,G,B,Flag
74,LH_SalVentAttnB_IPL_1,255,152,214,0
75,LH_SalVentAttnB_PFCl_1,255,153,214,0
76,LH_SalVentAttnB_PFCl_2,255,153,215,0
77,LH_SalVentAttnB_Ins_1,255,153,216,0
78,LH_SalVentAttnB_Ins_2,255,153,217,0
79,LH_SalVentAttnB_PFCmp_1,255,151,214,0
80,LH_LimbicB_OFC_1,122,135,51,0
81,LH_LimbicB_OFC_2,122,135,52,0
82,LH_LimbicB_OFC_3,122,135,53,0
83,LH_LimbicB_OFC_4,122,135,54,0
84,LH_LimbicA_TempPole_1,220,248,163,0
85,LH_LimbicA_TempPole_2,220,248,165,0
86,LH_LimbicA_TempPole_3,220,248,166,0
87,LH_LimbicA_TempPole_4,220,248,167,0
88,LH_LimbicA_TempPole_5,220,248,168,0
89,LH_ContA_Temp_1,230,148,35,0
90,LH_ContA_IPS_1,230,148,36,0
91,LH_ContA_IPS_2,230,148,37,0
92,LH_ContA_IPS_3,230,148,38,0
93,LH_ContA_IPS_4,230,148,39,0
94,LH_ContA_PFCd_1,230,149,35,0
95,LH_ContA_PFClv_1,230,149,34,0
96,LH_ContA_PFCl_1,230,149,36,0
97,LH_ContA_PFCl_2,230,149,37,0
98,LH_ContA_PFCl_3,230,149,38,0
99,LH_ContA_PFCl_4,230,149,39,0
100,LH_ContA_Cingm_1,231,148,36,0
101,LH_ContB_Temp_1,135,50,75,0
102,LH_ContB_IPL_1,135,50,76,0
103,LH_ContB_IPL_2,135,50,77,0
104,LH_ContB_PFClv_1,136,50,75,0
105,LH_ContB_PFClv_2,136,50,76,0
106,LH_ContB_PFCmp_1,136,50,77,0
107,LH_ContC_pCun_1,119,140,177,0
108,LH_ContC_pCun_2,119,140,178,0
109,LH_ContC_pCun_3,119,140,179,0
110,LH_ContC_Cingp_1,119,140,180,0
111,LH_DefaultA_IPL_1,255,255,1,0
112,LH_DefaultA_PFCd_1,255,255,2,0
113,LH_DefaultA_PFCd_2,255,255,3,0
114,LH_DefaultA_pCunPCC_1,255,254,1,0
115,LH_DefaultA_pCunPCC_2,255,254,2,0
116,LH_DefaultA_pCunPCC_3,255,254,3,0
117,LH_DefaultA_pCunPCC_4,255,254,4,0
118,LH_DefaultA_pCunPCC_5,255,254,5,0
119,LH_DefaultA_PFCm_1,254,255,1,0
120,LH_DefaultA_PFCm_2,254,255,2,0
121,LH_DefaultA_PFCm_3,254,255,3,0
122,LH_DefaultB_Temp_1,205,62,79,0
123,LH_DefaultB_Temp_2,205,62,80,0
124,LH_DefaultB_Temp_3,205,62,81,0
125,LH_DefaultB_Temp_4,205,62,82,0
126,LH_DefaultB_IPL_1,205,62,83,0
127,LH_DefaultB_IPL_2,205,62,84,0
128,LH_DefaultB_PFCd_1,205,63,77,0
129,LH_DefaultB_PFCd_2,205,63,79,0
130,LH_DefaultB_PFCd_3,205,63,80,0
131,LH_DefaultB_PFCd_4,205,63,81,0
132,LH_DefaultB_PFCd_5,205,63,82,0
133,LH_DefaultB_PFCl_1,205,63,83,0
134,LH_DefaultB_PFCl_2,205,63,84,0
135,LH_DefaultB_PFCv_1,206,62,77,0
136,LH_DefaultB_PFCv_2,206,62,79,0
137,LH_DefaultB_PFCv_3,206,62,80,0
138,LH_DefaultB_PFCv_4,206,62,81,0
139,LH_DefaultB_PFCv_5,206,62,82,0
140,LH_DefaultC_IPL_1,0,0,131,0
141,LH_DefaultC_Rsp_1,0,0,132,0
142,LH_DefaultC_Rsp_2,0,0,133,0
143,LH_DefaultC_PHC_1,0,1,131,0
144,LH_DefaultC_PHC_2,0,1,132,0
145,LH_DefaultC_PHC_3,0,1,133,0
146,LH_TempPar_1,12,48,254,0
147,LH_TempPar_2,9,41,249,0
148,LH_TempPar_3,9,41,250,0
149,LH_TempPar_4,9,41,251,0
150,LH_TempPar_5,9,41,252,0
151,RH_VisCent_ExStr_1,120,19,131,0
152,RH_VisCent_ExStr_2,120,19,132,0
153,RH_VisCent_ExStr_3,120,19,133,0
154,RH_VisCent_ExStr_4,120,19,134,0
155,RH_VisCent_ExStr_5,120,19,136,0
156,RH_VisCent_ExStr_6,120,19,137,0
157,RH_VisCent_Striate_1,120,19,138,0
158,RH_VisCent_ExStr_7,120,19,139,0
159,RH_VisCent_ExStr_8,120,19,140,0
160,RH_VisCent_ExStr_9,120,19,141,0
161,RH_VisCent_ExStr_10,120,19,142,0
162,RH_VisPeri_ExStrInf_1,254,0,0,0
163,RH_VisPeri_ExStrInf_2,254,0,2,0
164,RH_VisPeri_ExStrInf_3,254,0,3,0
165,RH_VisPeri_ExStrInf_4,254,0,4,0
166,RH_VisPeri_StriCal_1,254,0,5,0
167,RH_VisPeri_StriCal_2,254,0,6,0
168,RH_VisPeri_ExStrSup_1,254,0,7,0
169,RH_VisPeri_ExStrSup_2,254,0,8,0
170,RH_VisPeri_ExStrSup_3,254,1,1,0
171,RH_SomMotA_1,70,131,175,0
172,RH_SomMotA_2,70,131,176,0
173,RH_SomMotA_3,70,131,177,0
174,RH_SomMotA_4,70,131,178,0
175,RH_SomMotA_5,70,131,179,0
176,RH_SomMotA_6,70,131,180,0
177,RH_SomMotA_7,70,131,182,0
178,RH_SomMotA_8,70,131,183,0
179,RH_SomMotA_9,70,131,184,0
180,RH_SomMotA_10,70,131,185,0
181,RH_SomMotA_11,70,131,186,0
182,RH_SomMotA_12,70,131,187,0
183,RH_SomMotA_13,70,131,188,0
184,RH_SomMotA_14,70,132,181,0
185,RH_SomMotA_15,70,132,182,0
186,RH_SomMotB_Aud_1,43,205,161,0
187,RH_SomMotB_S2_1,43,205,162,0
188,RH_SomMotB_S2_2,43,205,163,0
189,RH_SomMotB_Aud_2,43,205,165,0
190,RH_SomMotB_S2_3,43,205,166,0
191,RH_SomMotB_S2_4,43,205,167,0
192,RH_SomMotB_S2_5,43,205,168,0
193,RH_SomMotB_Cent_1,43,205,169,0
194,RH_SomMotB_Cent_2,43,205,170,0
195,RH_DorsAttnA_TempOcc_1,74,156,62,0
196,RH_DorsAttnA_ParOcc_1,74,156,63,0
197,RH_DorsAttnA_ParOcc_2,74,156,64,0
198,RH_DorsAttnA_ParOcc_3,75,155,60,0
199,RH_DorsAttnA_SPL_1,75,155,62,0
200,RH_DorsAttnA_SPL_2,75,155,63,0
201,RH_DorsAttnA_SPL_3,75,155,64,0
202,RH_DorsAttnA_SPL_4,75,155,65,0
203,RH_DorsAttnB_PostC_1,1,118,14,0
204,RH_DorsAttnB_PostC_2,1,118,16,0
205,RH_DorsAttnB_PostC_3,1,118,17,0
206,RH_DorsAttnB_PostC_4,1,118,18,0
207,RH_DorsAttnB_PostC_5,1,118,19,0
208,RH_DorsAttnB_PostC_6,1,118,20,0
209,RH_DorsAttnB_FEF_1,1,119,15,0
210,RH_DorsAttnB_FEF_2,1,119,16,0
211,RH_SalVentAttnA_ParOper_1,196,58,250,0
212,RH_SalVentAttnA_ParOper_2,196,58,251,0
213,RH_SalVentAttnA_ParOper_3,196,58,252,0
214,RH_SalVentAttnA_ParOper_4,196,58,253,0
215,RH_SalVentAttnA_PrC_1,196,57,251,0
216,RH_SalVentAttnA_Ins_1,195,58,251,0
217,RH_SalVentAttnA_Ins_2,195,58,252,0
218,RH_SalVentAttnA_Ins_3,195,58,253,0
219,RH_SalVentAttnA_FrOper_1,195,58,254,0
220,RH_SalVentAttnA_FrMed_1,195,57,249,0
221,RH_SalVentAttnA_ParMed_1,195,57,251,0
222,RH_SalVentAttnA_ParMed_2,195,57,252,0
223,RH_SalVentAttnA_ParMed_3,195,57,253,0
224,RH_SalVentAttnA_FrMed_2,195,57,254,0
225,RH_SalVentAttnA_FrMed_3,195,57,255,0
226,RH_SalVentAttnB_IPL_1,254,152,214,0
227,RH_SalVentAttnB_PFClv_1,254,151,214,0
228,RH_SalVentAttnB_PFCl_1,254,151,215,0
229,RH_SalVentAttnB_PFCl_2,254,151,216,0
230,RH_SalVentAttnB_Ins_1,254,152,215,0
231,RH_SalVentAttnB_Ins_2,254,152,216,0
232,RH_SalVentAttnB_PFCmp_1,254,153,214,0
233,RH_SalVentAttnB_PFCmp_2,254,153,215,0
234,RH_LimbicB_OFC_1,122,135,50,0
235,RH_LimbicB_OFC_2,122,135,52,0
236,RH_LimbicB_OFC_3,122,135,53,0
237,RH_LimbicB_OFC_4,122,135,54,0
238,RH_LimbicB_OFC_5,122,135,55,0
239,RH_LimbicA_TempPole_1,220,248,164,0
240,RH_LimbicA_TempPole_2,220,248,166,0
241,RH_LimbicA_TempPole_3,220,248,167,0
242,RH_LimbicA_TempPole_4,220,248,168,0
243,RH_LimbicA_TempPole_5,220,248,169,0
244,RH_LimbicA_TempPole_6,220,248,170,0
245,RH_ContA_Temp_1,230,148,34,0
246,RH_ContA_IPS_1,230,147,35,0
247,RH_ContA_IPS_2,230,147,36,0
248,RH_ContA_IPS_3,230,147,37,0
249,RH_ContA_PFCd_1,230,147,34,0
250,RH_ContA_PFCl_1,229,148,35,0
251,RH_ContA_PFCl_2,229,148,36,0
252,RH_ContA_PFCl_3,229,148,37,0
253,RH_ContA_PFCl_4,229,148,38,0
254,RH_ContA_Cingm_1,229,148,34,0
255,RH_ContB_Temp_1,136,51,76,0
256,RH_ContB_IPL_1,135,50,74,0
257,RH_ContB_IPL_2,135,50,75,0
258,RH_ContB_IPL_3,135,50,76,0
259,RH_ContB_PFCld_1,135,49,75,0
260,RH_ContB_PFCld_2,135,49,76,0
261,RH_ContB_PFCld_3,135,49,77,0
262,RH_ContB_PFClv_1,135,49,74,0
263,RH_ContB_PFClv_2,135,49,78,0
264,RH_ContB_PFClv_3,135,49,79,0
265,RH_ContB_PFClv_4,135,49,80,0
266,RH_ContB_PFCmp_1,134,50,75,0
267,RH_ContC_pCun_1,119,141,177,0
268,RH_ContC_pCun_2,119,141,178,0
269,RH_ContC_pCun_3,119,141,179,0
270,RH_ContC_Cingp_1,119,141,180,0
271,RH_DefaultA_Temp_1,254,255,2,0
272,RH_DefaultA_IPL_1,255,254,2,0
273,RH_DefaultA_IPL_2,255,254,3,0
274,RH_DefaultA_PFCd_1,255,255,3,0
275,RH_DefaultA_pCunPCC_1,255,253,1,0
276,RH_DefaultA_pCunPCC_2,255,253,2,0
277,RH_DefaultA_pCunPCC_3,255,253,3,0
278,RH_DefaultA_PFCm_1,253,255,1,0
279,RH_DefaultA_PFCm_2,253,255,2,0
280,RH_DefaultA_PFCm_3,253,255,3,0
281,RH_DefaultA_PFCm_4,253,255,4,0
282,RH_DefaultA_PFCm_5,253,255,5,0
283,RH_DefaultB_Temp_1,206,62,80,0
284,RH_DefaultB_AntTemp_1,206,63,79,0
285,RH_DefaultB_PFCd_1,206,63,80,0
286,RH_DefaultB_PFCd_2,206,63,81,0
287,RH_DefaultB_PFCv_1,205,62,78,0
288,RH_DefaultB_PFCv_2,205,62,79,0
289,RH_DefaultB_PFCv_3,205,62,80,0
290,RH_DefaultC_IPL_1,0,1,132,0
291,RH_DefaultC_Rsp_1,1,0,131,0
292,RH_DefaultC_Rsp_2,1,0,132,0
293,RH_DefaultC_PHC_1,1,0,133,0
294,RH_TempPar_1,12,48,252,0
295,RH_TempPar_2,12,48,253,0
296,RH_TempPar_3,12,48,255,0
297,RH_TempPar_4,9,41,250,0
298,RH_TempPar_5,9,41,251,0
299,RH_TempPar_6,9,41,252,0
300,RH_TempPar_7,9,41,253,0
