Label.ID,Label.Name,R,G,B,Flag,Label.Name2
39,LH_DorsAttnB_FEF_1,0,119,15,0,LH_DorsAttnB_FEF_1
40,LH_SalVentAttnA_ParOper_1,196,58,251,0,LH_SalVentAttnA_ParOper_1
41,LH_SalVentAttnA_Ins_1,196,59,251,0,LH_SalVentAttnA_Ins_1
42,LH_SalVentAttnA_FrOper_1,196,59,252,0,LH_SalVentAttnA_Ins_2
43,LH_SalVentAttnA_FrOper_2,196,59,253,0,LH_SalVentAttnA_Ins_3
44,LH_SalVentAttnA_ParMed_1,196,59,254,0,LH_SalVentAttnA_ParMed_1
45,LH_SalVentAttnA_FrMed_1,197,58,251,0,LH_SalVentAttnA_FrMed_1
46,LH_SalVentAttnA_FrMed_2,197,58,252,0,LH_SalVentAttnA_FrMed_2
47,LH_SalVentAttnB_IPL_1,255,152,214,0,LH_SalVentAttnB_IPL_1
48,LH_SalVentAttnB_PFCl_1,255,153,214,0,LH_SalVentAttnB_PFCl_1
49,LH_SalVentAttnB_Ins_1,255,153,215,0,LH_SalVentAttnB_PFCv_1
50,LH_SalVentAttnB_PFCmp_1,255,151,214,0,LH_SalVentAttnB_PFCmp_1
51,LH_LimbicB_OFC_1,122,135,51,0,LH_Limbic_OFC_1
52,LH_LimbicB_OFC_2,122,135,52,0,LH_Limbic_OFC_2
53,LH_LimbicA_TempPole_1,220,248,165,0,LH_Limbic_TempPole_1
54,LH_LimbicA_TempPole_2,220,248,166,0,LH_Limbic_TempPole_2
55,LH_LimbicA_TempPole_3,220,248,167,0,LH_Limbic_TempPole_3
56,LH_LimbicA_TempPole_4,220,248,168,0,LH_Limbic_TempPole_4
57,LH_ContA_Temp_1,230,148,35,0,LH_ContA_Temp_1
58,LH_ContA_IPS_1,230,148,36,0,LH_ContA_IPS_1
59,LH_ContA_IPS_2,230,148,37,0,LH_ContA_IPS_2
60,LH_ContA_IPS_3,230,148,38,0,LH_ContA_IPS_3
61,LH_ContA_PFCd_1,230,149,35,0,LH_ContA_PFCd_1
62,LH_ContA_PFClv_1,230,149,36,0,LH_ContA_PFCl_1
63,LH_ContA_PFCl_1,230,149,37,0,LH_ContA_PFCl_2
64,LH_ContA_PFCl_2,230,149,38,0,LH_ContA_PFCl_3
65,LH_ContA_PFCl_3,230,149,39,0,LH_ContA_PFCl_4
66,LH_ContA_Cingm_1,231,148,36,0,LH_ContA_Cinga_1
67,LH_ContB_Temp_1,135,50,75,0,LH_ContB_Temp_1
68,LH_ContB_IPL_1,135,50,76,0,LH_ContB_IPL_1
69,LH_ContB_PFCl_1,135,51,76,0,LH_ContB_PFCl_1
70,LH_ContB_PFClv_1,136,50,75,0,LH_ContB_PFClv_1
71,LH_ContB_PFClv_2,136,50,76,0,LH_ContB_PFClv_2
72,LH_ContC_pCun_1,119,140,177,0,LH_ContC_pCun_1
73,LH_ContC_pCun_2,119,140,178,0,LH_ContC_pCun_2
74,LH_ContC_Cingp_1,119,140,179,0,LH_ContC_Cingp_1
75,LH_DefaultA_IPL_1,255,255,1,0,LH_DefaultA_IPL_1
76,LH_DefaultA_PFCd_1,255,255,2,0,LH_DefaultA_PFCd_1
77,LH_DefaultA_pCunPCC_1,255,254,1,0,LH_DefaultA_PCC_1
78,LH_DefaultA_pCunPCC_2,255,254,2,0,LH_DefaultA_PCC_2
79,LH_DefaultA_pCunPCC_3,255,254,3,0,LH_DefaultA_PCC_3
80,LH_DefaultA_PFCm_1,254,255,1,0,LH_DefaultA_PFCm_1
81,LH_DefaultA_PFCm_2,254,255,2,0,LH_DefaultA_PFCm_2
82,LH_DefaultA_PFCm_3,254,255,3,0,LH_DefaultA_PFCm_3
83,LH_DefaultB_Temp_1,205,62,79,0,LH_DefaultB_Temp_1
84,LH_DefaultB_Temp_2,205,62,80,0,LH_DefaultB_Temp_2
85,LH_DefaultB_Temp_3,205,62,81,0,LH_DefaultB_Temp_3
86,LH_DefaultB_Temp_4,205,62,82,0,LH_DefaultB_Temp_4
87,LH_DefaultB_IPL_1,205,62,83,0,LH_DefaultB_IPL_1
88,LH_DefaultB_PFCd_1,205,63,79,0,LH_DefaultB_PFCd_1
89,LH_DefaultB_PFCd_2,205,63,80,0,LH_DefaultB_PFCd_2
90,LH_DefaultB_PFCd_3,205,63,81,0,LH_DefaultB_PFCd_3
91,LH_DefaultB_PFCd_4,205,63,82,0,LH_DefaultB_PFCd_4
92,LH_DefaultB_PFCv_1,206,62,79,0,LH_DefaultB_PFCv_1
93,LH_DefaultB_PFCv_2,206,62,80,0,LH_DefaultB_PFCv_2
94,LH_DefaultB_PFCv_3,206,62,81,0,LH_DefaultB_PFCv_3
95,LH_DefaultB_PFCv_4,206,62,82,0,LH_DefaultB_PFCv_4
96,LH_DefaultC_IPL_1,0,0,131,0,LH_DefaultC_IPL_1
97,LH_DefaultC_Rsp_1,0,0,132,0,LH_DefaultC_Rsp_1
98,LH_DefaultC_PHC_1,0,1,131,0,LH_DefaultC_PHC_1
99,LH_TempPar_1,9,41,250,0,LH_TempPar_1
100,LH_TempPar_2,9,41,251,0,LH_TempPar_2
101,RH_VisCent_ExStr_1,124,19,134,0,RH_VisCent_ExStr_1
102,RH_VisCent_ExStr_2,124,19,136,0,RH_VisCent_ExStr_2
103,RH_VisCent_Striate_1,124,19,137,0,RH_VisCent_ExStr_3
104,RH_VisCent_ExStr_3,124,19,138,0,RH_VisCent_ExStr_4
105,RH_VisCent_ExStr_4,124,19,139,0,RH_VisCent_ExStr_5
106,RH_VisCent_ExStr_5,124,19,140,0,RH_VisCent_ExStr_6
107,RH_VisPeri_ExStrInf_1,250,0,0,0,RH_VisPeri_ExStrSup_1
108,RH_VisPeri_ExStrInf_2,250,0,2,0,RH_VisPeri_ExStrSup_2
109,RH_VisPeri_StriCal_1,250,0,3,0,RH_VisPeri_ExStrSup_3
110,RH_VisPeri_ExStrSup_1,250,0,4,0,RH_VisPeri_ExStrSup_4
111,RH_VisPeri_ExStrSup_2,250,0,5,0,RH_VisPeri_ExStrSup_5
112,RH_VisPeri_ExStrSup_3,250,0,6,0,RH_VisPeri_ExStrSup_6
113,RH_SomMotA_1,74,131,177,0,RH_SomMotA_1
114,RH_SomMotA_2,74,131,178,0,RH_SomMotA_2
115,RH_SomMotA_3,74,131,179,0,RH_SomMotA_3
116,RH_SomMotA_4,74,131,180,0,RH_SomMotA_4
117,RH_SomMotA_5,74,131,182,0,RH_SomMotA_5
118,RH_SomMotA_6,74,131,183,0,RH_SomMotA_6
119,RH_SomMotA_7,74,131,184,0,RH_SomMotA_7
120,RH_SomMotA_8,74,131,185,0,RH_SomMotA_8
121,RH_SomMotA_9,74,131,186,0,RH_SomMotA_9
122,RH_SomMotA_10,74,131,187,0,RH_SomMotA_10
123,RH_SomMotA_11,74,131,188,0,RH_SomMotA_11
124,RH_SomMotB_Aud_1,47,205,162,0,RH_SomMotB_S2_1
125,RH_SomMotB_Aud_2,47,205,163,0,RH_SomMotB_S2_2
126,RH_SomMotB_S2_1,47,205,165,0,RH_SomMotB_S2_3
127,RH_SomMotB_S2_2,47,205,166,0,RH_SomMotB_S2_4
128,RH_SomMotB_S2_3,47,205,167,0,RH_SomMotB_S2_5
129,RH_SomMotB_S2_4,47,205,168,0,RH_SomMotB_S2_6
130,RH_SomMotB_Cent_1,47,205,169,0,RH_SomMotB_S2_7
131,RH_DorsAttnA_TempOcc_1,78,156,62,0,RH_DorsAttnA_TempOcc_1
132,RH_DorsAttnA_ParOcc_1,78,156,63,0,RH_DorsAttnA_TempOcc_2
133,RH_DorsAttnA_SPL_1,79,155,62,0,RH_DorsAttnA_SPL_1
134,RH_DorsAttnA_SPL_2,79,155,63,0,RH_DorsAttnA_SPL_2
135,RH_DorsAttnA_SPL_3,79,155,64,0,RH_DorsAttnA_SPL_3
136,RH_DorsAttnA_SPL_4,79,155,65,0,RH_DorsAttnA_SPL_4
137,RH_DorsAttnB_PostC_1,5,118,16,0,RH_DorsAttnB_PostC_1
138,RH_DorsAttnB_PostC_2,5,118,17,0,RH_DorsAttnB_PostC_2
139,RH_DorsAttnB_PostC_3,5,118,18,0,RH_DorsAttnB_PostC_3
140,RH_DorsAttnB_PostC_4,5,118,19,0,RH_DorsAttnB_PostC_4
141,RH_DorsAttnB_FEF_1,5,119,15,0,RH_DorsAttnB_FEF_1
142,RH_SalVentAttnA_ParOper_1,200,58,250,0,RH_SalVentAttnA_ParOper_1
143,RH_SalVentAttnA_PrC_1,200,57,251,0,RH_SalVentAttnA_PrC_1
144,RH_SalVentAttnA_Ins_1,199,58,251,0,RH_SalVentAttnA_Ins_1
145,RH_SalVentAttnA_Ins_2,199,58,252,0,RH_SalVentAttnA_Ins_2
146,RH_SalVentAttnA_FrOper_1,199,58,253,0,RH_SalVentAttnA_Ins_3
147,RH_SalVentAttnA_FrMed_1,199,57,251,0,RH_SalVentAttnA_FrMed_1
148,RH_SalVentAttnA_ParMed_1,199,57,252,0,RH_SalVentAttnA_FrMed_2
149,RH_SalVentAttnA_ParMed_2,199,57,253,0,RH_SalVentAttnA_FrMed_3
150,RH_SalVentAttnA_FrMed_2,199,57,254,0,RH_SalVentAttnA_FrMed_4
151,RH_SalVentAttnB_IPL_1,250,152,214,0,RH_SalVentAttnB_IPL_1
152,RH_SalVentAttnB_PFClv_1,250,151,214,0,RH_SalVentAttnB_PFCl_1
153,RH_SalVentAttnB_PFCl_1,250,151,215,0,RH_SalVentAttnB_PFCl_2
154,RH_SalVentAttnB_Ins_1,250,152,215,0,RH_SalVentAttnB_PFCv_1
155,RH_SalVentAttnB_Ins_2,250,152,216,0,RH_SalVentAttnB_PFCv_2
156,RH_SalVentAttnB_PFCmp_1,250,153,214,0,RH_SalVentAttnB_PFCmp_1
157,RH_LimbicB_OFC_1,126,135,52,0,RH_Limbic_OFC_1
158,RH_LimbicB_OFC_2,126,135,53,0,RH_Limbic_OFC_2
159,RH_LimbicB_OFC_3,126,135,54,0,RH_Limbic_OFC_3
160,RH_LimbicB_OFC_4,126,135,55,0,RH_Limbic_OFC_4
161,RH_LimbicA_TempPole_1,224,248,166,0,RH_Limbic_TempPole_1
162,RH_LimbicA_TempPole_2,224,248,167,0,RH_Limbic_TempPole_2
163,RH_LimbicA_TempPole_3,224,248,168,0,RH_Limbic_TempPole_3
164,RH_LimbicA_TempPole_4,224,248,169,0,RH_Limbic_TempPole_4
165,RH_ContA_IPS_1,234,147,35,0,RH_ContA_IPS_1
166,RH_ContA_IPS_2,234,147,36,0,RH_ContA_IPS_2
167,RH_ContA_PFCd_1,234,147,34,0,RH_ContA_PFCd_1
168,RH_ContA_PFCl_1,233,148,35,0,RH_ContA_PFCl_1
169,RH_ContA_PFCl_2,233,148,36,0,RH_ContA_PFCl_2
170,RH_ContA_Cingm_1,233,148,34,0,RH_ContA_Cinga_1
171,RH_ContB_Temp_1,140,51,76,0,RH_ContB_Temp_1
172,RH_ContB_Temp_2,140,51,77,0,RH_ContB_Temp_2
173,RH_ContB_IPL_1,139,50,74,0,RH_ContB_IPL_1
174,RH_ContB_IPL_2,139,50,75,0,RH_ContB_IPL_2
175,RH_ContB_PFCld_1,139,49,75,0,RH_ContB_PFCld_1
176,RH_ContB_PFCld_2,139,49,76,0,RH_ContB_PFCld_2
177,RH_ContB_PFClv_1,139,49,74,0,RH_ContB_PFClv_1
178,RH_ContB_PFClv_2,139,49,77,0,RH_ContB_PFClv_2
179,RH_ContB_PFCmp_1,138,50,75,0,RH_ContB_PFCmp_1
180,RH_ContB_PFCld_3,138,50,76,0,RH_ContB_PFCmp_2
181,RH_ContC_pCun_1,123,141,177,0,RH_ContC_pCun_1
182,RH_ContC_pCun_2,123,141,178,0,RH_ContC_pCun_2
183,RH_ContC_Cingp_1,123,141,179,0,RH_ContC_Cingp_1
184,RH_DefaultA_IPL_1,251,254,2,0,RH_DefaultA_IPL_1
185,RH_DefaultA_PFCd_1,251,255,3,0,RH_DefaultA_PFCd_1
186,RH_DefaultA_pCunPCC_1,251,253,1,0,RH_DefaultA_PCC_1
187,RH_DefaultA_PFCm_1,249,255,1,0,RH_DefaultA_PFCm_1
188,RH_DefaultA_PFCm_2,249,255,2,0,RH_DefaultA_PFCm_2
189,RH_DefaultA_PFCm_3,249,255,3,0,RH_DefaultA_PFCm_3
190,RH_DefaultB_Temp_1,210,62,80,0,RH_DefaultB_Temp_1
191,RH_DefaultB_AntTemp_1,210,63,79,0,RH_DefaultB_AntTemp_1
192,RH_DefaultB_PFCd_1,210,63,80,0,RH_DefaultB_PFCd_1
193,RH_DefaultB_PFCv_1,209,62,78,0,RH_DefaultB_PFCv_1
194,RH_DefaultC_IPL_1,4,1,132,0,RH_DefaultC_IPL_1
195,RH_DefaultC_Rsp_1,5,0,131,0,RH_DefaultC_Rsp_1
196,RH_DefaultC_PHC_1,5,0,132,0,RH_DefaultC_PHC_1
197,RH_TempPar_1,16,48,255,0,RH_TempPar_1
198,RH_TempPar_2,13,41,250,0,RH_TempPar_2
199,RH_TempPar_3,13,41,251,0,RH_TempPar_3
200,RH_TempPar_4,13,41,252,0,RH_TempPar_4
