Label.ID,Label.Name,R,G,B,Flag,Label.Name2
74,LH_DorsAttnB_PostC_2,0,118,13,0,LH_DorsAttnB_PostC_2
75,LH_DorsAttnB_PostC_3,0,118,14,0,LH_DorsAttnB_PostC_3
76,LH_DorsAttnB_PostC_4,0,118,16,0,LH_DorsAttnB_PostC_4
77,LH_DorsAttnB_PostC_5,0,118,17,0,LH_DorsAttnB_PostC_5
78,LH_DorsAttnB_PostC_6,0,118,18,0,LH_DorsAttnB_PostC_6
79,LH_DorsAttnB_PostC_7,0,118,19,0,LH_DorsAttnB_PostC_7
80,LH_DorsAttnB_PostC_8,0,118,20,0,LH_DorsAttnB_PostC_8
81,LH_DorsAttnB_PostC_9,0,118,21,0,LH_DorsAttnB_PostC_9
82,LH_DorsAttnB_FEF_1,0,119,15,0,LH_DorsAttnB_FEF_1
83,LH_DorsAttnB_FEF_2,0,119,16,0,LH_DorsAttnB_FEF_2
84,LH_DorsAttnB_FEF_3,0,119,17,0,LH_DorsAttnB_FEF_3
85,LH_DorsAttnB_PrCv_1,0,119,18,0,LH_DorsAttnB_PrCv_1
86,LH_SalVentAttnA_ParOper_1,196,58,251,0,LH_SalVentAttnA_ParOper_1
87,LH_SalVentAttnA_ParOper_2,196,58,252,0,LH_SalVentAttnA_ParOper_2
88,LH_SalVentAttnA_ParOper_3,196,58,253,0,LH_SalVentAttnA_ParOper_3
89,LH_SalVentAttnA_Ins_1,196,59,249,0,LH_SalVentAttnA_Ins_1
90,LH_SalVentAttnA_Ins_2,196,59,251,0,LH_SalVentAttnA_Ins_2
91,LH_SalVentAttnA_Ins_3,196,59,252,0,LH_SalVentAttnA_Ins_3
92,LH_SalVentAttnA_Ins_4,196,59,253,0,LH_SalVentAttnA_Ins_4
93,LH_SalVentAttnA_FrOper_1,196,59,254,0,LH_SalVentAttnA_Ins_5
94,LH_SalVentAttnA_FrOper_2,196,59,255,0,LH_SalVentAttnA_Ins_6
95,LH_SalVentAttnA_ParMed_1,193,52,249,0,LH_SalVentAttnA_ParMed_1
96,LH_SalVentAttnA_ParMed_2,193,52,250,0,LH_SalVentAttnA_ParMed_2
97,LH_SalVentAttnA_ParMed_3,193,52,251,0,LH_SalVentAttnA_ParMed_3
98,LH_SalVentAttnA_FrMed_1,197,58,251,0,LH_SalVentAttnA_FrMed_1
99,LH_SalVentAttnA_FrMed_2,197,58,252,0,LH_SalVentAttnA_FrMed_2
100,LH_SalVentAttnA_FrMed_3,197,58,253,0,LH_SalVentAttnA_FrMed_3
101,LH_SalVentAttnB_PFCl_1,255,153,214,0,LH_SalVentAttnB_PFCl_1
102,LH_SalVentAttnB_PFCl_2,255,153,215,0,LH_SalVentAttnB_PFCl_2
103,LH_SalVentAttnB_PFCl_3,255,153,216,0,LH_SalVentAttnB_PFCl_3
104,LH_SalVentAttnB_Ins_1,255,153,217,0,LH_SalVentAttnB_PFCv_1
105,LH_SalVentAttnB_Ins_2,255,153,218,0,LH_SalVentAttnB_PFCv_2
106,LH_SalVentAttnB_Ins_3,255,153,219,0,LH_SalVentAttnB_PFCv_3
107,LH_SalVentAttnB_OFC_1,255,152,213,0,LH_SalVentAttnB_OFC_1
108,LH_SalVentAttnB_PFCmp_1,255,151,214,0,LH_SalVentAttnB_PFCmp_1
109,LH_LimbicB_OFC_1,122,135,49,0,LH_Limbic_OFC_1
110,LH_LimbicB_OFC_2,122,135,51,0,LH_Limbic_OFC_2
111,LH_LimbicB_OFC_3,122,135,52,0,LH_Limbic_OFC_3
112,LH_LimbicB_OFC_4,122,135,53,0,LH_Limbic_OFC_4
113,LH_LimbicB_OFC_5,122,135,54,0,LH_Limbic_OFC_5
114,LH_LimbicA_TempPole_1,220,248,162,0,LH_Limbic_TempPole_1
115,LH_LimbicA_TempPole_2,220,248,163,0,LH_Limbic_TempPole_2
116,LH_LimbicA_TempPole_3,220,248,165,0,LH_Limbic_TempPole_3
117,LH_LimbicA_TempPole_4,220,248,166,0,LH_Limbic_TempPole_4
118,LH_LimbicA_TempPole_5,220,248,167,0,LH_Limbic_TempPole_5
119,LH_LimbicA_TempPole_6,220,248,168,0,LH_Limbic_TempPole_6
120,LH_LimbicA_TempPole_7,220,248,169,0,LH_Limbic_TempPole_7
121,LH_ContA_Temp_1,230,148,35,0,LH_ContA_Temp_1
122,LH_ContA_IPS_1,230,148,34,0,LH_ContA_IPS_1
123,LH_ContA_IPS_2,230,148,36,0,LH_ContA_IPS_2
124,LH_ContA_IPS_3,230,148,37,0,LH_ContA_IPS_3
125,LH_ContA_IPS_4,230,148,38,0,LH_ContA_IPS_4
126,LH_ContA_IPS_5,230,148,39,0,LH_ContA_IPS_5
127,LH_ContA_PFCd_1,230,149,35,0,LH_ContA_PFCd_1
128,LH_ContA_PFClv_1,230,149,34,0,LH_ContA_PFCl_1
129,LH_ContA_PFClv_2,230,149,36,0,LH_ContA_PFCl_2
130,LH_ContA_PFCl_1,230,149,37,0,LH_ContA_PFCl_3
131,LH_ContA_PFCl_2,230,149,38,0,LH_ContA_PFCl_4
132,LH_ContA_PFCl_3,230,149,39,0,LH_ContA_PFCl_5
133,LH_ContA_Cingm_1,231,148,36,0,LH_ContA_Cinga_1
134,LH_ContB_Temp_1,135,50,75,0,LH_ContB_Temp_1
135,LH_ContB_Temp_2,135,50,76,0,LH_ContB_Temp_2
136,LH_ContB_IPL_1,135,50,77,0,LH_ContB_IPL_1
137,LH_ContB_IPL_2,135,50,78,0,LH_ContB_IPL_2
138,LH_ContB_IPL_3,135,50,79,0,LH_ContB_IPL_3
139,LH_ContB_PFCd_1,135,51,75,0,LH_ContB_PFCd_1
140,LH_ContB_PFClv_1,136,50,75,0,LH_ContB_PFClv_1
141,LH_ContB_PFClv_2,136,50,76,0,LH_ContB_PFClv_2
142,LH_ContB_PFClv_3,136,50,77,0,LH_ContB_PFClv_3
143,LH_ContB_PFCmp_1,136,50,78,0,LH_ContB_PFCmp_1
144,LH_ContC_pCun_1,119,140,177,0,LH_ContC_pCun_1
145,LH_ContC_pCun_2,119,140,178,0,LH_ContC_pCun_2
146,LH_ContC_pCun_3,119,140,179,0,LH_ContC_pCun_3
147,LH_ContC_Cingp_1,119,140,180,0,LH_ContC_Cingp_1
148,LH_ContC_Cingp_2,119,140,181,0,LH_ContC_Cingp_2
149,LH_DefaultA_IPL_1,255,255,1,0,LH_DefaultA_IPL_1
150,LH_DefaultA_IPL_2,255,255,2,0,LH_DefaultA_IPL_2
151,LH_DefaultA_PFCd_1,255,255,3,0,LH_DefaultA_PFCd_1
152,LH_DefaultA_PFCd_2,255,255,4,0,LH_DefaultA_PFCd_2
153,LH_DefaultA_PFCd_3,255,255,5,0,LH_DefaultA_PFCd_3
154,LH_DefaultA_pCunPCC_1,255,254,1,0,LH_DefaultA_PCC_1
155,LH_DefaultA_pCunPCC_2,255,254,2,0,LH_DefaultA_PCC_2
156,LH_DefaultA_pCunPCC_3,255,254,3,0,LH_DefaultA_PCC_3
157,LH_DefaultA_pCunPCC_4,255,254,4,0,LH_DefaultA_PCC_4
158,LH_DefaultA_pCunPCC_5,255,254,5,0,LH_DefaultA_PCC_5
159,LH_DefaultA_pCunPCC_6,255,254,6,0,LH_DefaultA_PCC_6
160,LH_DefaultA_pCunPCC_7,255,254,7,0,LH_DefaultA_PCC_7
161,LH_DefaultA_PFCm_1,254,255,1,0,LH_DefaultA_PFCm_1
162,LH_DefaultA_PFCm_2,254,255,2,0,LH_DefaultA_PFCm_2
163,LH_DefaultA_PFCm_3,254,255,3,0,LH_DefaultA_PFCm_3
164,LH_DefaultA_PFCm_4,254,255,4,0,LH_DefaultA_PFCm_4
165,LH_DefaultA_PFCm_5,254,255,5,0,LH_DefaultA_PFCm_5
166,LH_DefaultA_PFCm_6,254,255,6,0,LH_DefaultA_PFCm_6
167,LH_DefaultB_Temp_1,205,62,77,0,LH_DefaultB_Temp_1
168,LH_DefaultB_Temp_2,205,62,79,0,LH_DefaultB_Temp_2
169,LH_DefaultB_Temp_3,205,62,80,0,LH_DefaultB_Temp_3
170,LH_DefaultB_Temp_4,205,62,81,0,LH_DefaultB_Temp_4
171,LH_DefaultB_Temp_5,205,62,82,0,LH_DefaultB_Temp_5
172,LH_DefaultB_Temp_6,205,62,83,0,LH_DefaultB_Temp_6
173,LH_DefaultB_IPL_1,205,62,84,0,LH_DefaultB_IPL_1
174,LH_DefaultB_IPL_2,205,62,85,0,LH_DefaultB_IPL_2
175,LH_DefaultB_PFCd_1,205,63,77,0,LH_DefaultB_PFCd_1
176,LH_DefaultB_PFCd_2,205,63,79,0,LH_DefaultB_PFCd_2
177,LH_DefaultB_PFCd_3,205,63,80,0,LH_DefaultB_PFCd_3
178,LH_DefaultB_PFCd_4,205,63,81,0,LH_DefaultB_PFCd_4
179,LH_DefaultB_PFCd_5,205,63,82,0,LH_DefaultB_PFCd_5
180,LH_DefaultB_PFCd_6,205,63,83,0,LH_DefaultB_PFCd_6
181,LH_DefaultB_PFCl_1,205,63,84,0,LH_DefaultB_PFCl_1
182,LH_DefaultB_PFCl_2,205,63,85,0,LH_DefaultB_PFCl_2
183,LH_DefaultB_PFCv_1,206,62,77,0,LH_DefaultB_PFCv_1
184,LH_DefaultB_PFCv_2,206,62,79,0,LH_DefaultB_PFCv_2
185,LH_DefaultB_PFCv_3,206,62,80,0,LH_DefaultB_PFCv_3
186,LH_DefaultB_PFCv_4,206,62,81,0,LH_DefaultB_PFCv_4
187,LH_DefaultB_PFCv_5,206,62,82,0,LH_DefaultB_PFCv_5
188,LH_DefaultC_IPL_1,0,0,131,0,LH_DefaultC_IPL_1
189,LH_DefaultC_Rsp_1,0,0,132,0,LH_DefaultC_Rsp_1
190,LH_DefaultC_Rsp_2,0,0,133,0,LH_DefaultC_Rsp_2
191,LH_DefaultC_Rsp_3,0,0,134,0,LH_DefaultC_Rsp_3
192,LH_DefaultC_PHC_1,0,1,131,0,LH_DefaultC_PHC_1
193,LH_DefaultC_PHC_2,0,1,132,0,LH_DefaultC_PHC_2
194,LH_DefaultC_PHC_3,0,1,133,0,LH_DefaultC_PHC_3
195,LH_TempPar_1,12,48,254,0,LH_TempPar_1
196,LH_TempPar_2,9,41,249,0,LH_TempPar_2
197,LH_TempPar_3,9,41,250,0,LH_TempPar_3
198,LH_TempPar_4,9,41,251,0,LH_TempPar_4
199,LH_TempPar_5,9,41,252,0,LH_TempPar_5
200,LH_TempPar_6,9,41,253,0,LH_TempPar_6
201,RH_VisCent_ExStr_1,124,19,131,0,RH_VisCent_ExStr_1
202,RH_VisCent_ExStr_2,124,19,132,0,RH_VisCent_ExStr_2
203,RH_VisCent_ExStr_3,124,19,133,0,RH_VisCent_ExStr_3
204,RH_VisCent_ExStr_4,124,19,134,0,RH_VisCent_ExStr_4
205,RH_VisCent_ExStr_5,124,19,136,0,RH_VisCent_ExStr_5
206,RH_VisCent_ExStr_6,124,19,137,0,RH_VisCent_ExStr_6
207,RH_VisCent_Striate_1,124,19,138,0,RH_VisCent_ExStr_7
208,RH_VisCent_ExStr_7,124,19,139,0,RH_VisCent_ExStr_8
209,RH_VisCent_ExStr_8,124,19,140,0,RH_VisCent_ExStr_9
210,RH_VisCent_ExStr_9,124,19,141,0,RH_VisCent_ExStr_10
211,RH_VisCent_ExStr_10,124,19,142,0,RH_VisCent_ExStr_11
212,RH_VisCent_ExStr_11,124,20,135,0,RH_VisCent_ExStr_12
213,RH_VisPeri_ExStrInf_1,250,0,0,0,RH_VisPeri_ExStrSup_1
214,RH_VisPeri_ExStrInf_2,250,0,2,0,RH_VisPeri_ExStrSup_2
215,RH_VisPeri_ExStrInf_3,250,0,3,0,RH_VisPeri_ExStrSup_3
216,RH_VisPeri_ExStrInf_4,250,0,4,0,RH_VisPeri_ExStrSup_4
217,RH_VisPeri_ExStrInf_5,250,0,5,0,RH_VisPeri_ExStrSup_5
218,RH_VisPeri_StriCal_1,250,0,6,0,RH_VisPeri_ExStrSup_6
219,RH_VisPeri_StriCal_2,250,0,7,0,RH_VisPeri_ExStrSup_7
220,RH_VisPeri_ExStrSup_1,250,0,8,0,RH_VisPeri_ExStrSup_8
221,RH_VisPeri_ExStrSup_2,250,1,1,0,RH_VisPeri_ExStrSup_9
222,RH_VisPeri_ExStrSup_3,250,1,2,0,RH_VisPeri_ExStrSup_10
223,RH_VisPeri_ExStrSup_4,250,1,3,0,RH_VisPeri_ExStrSup_11
224,RH_SomMotA_1,74,130,181,0,RH_SomMotA_1
225,RH_SomMotA_2,74,131,174,0,RH_SomMotA_2
226,RH_SomMotA_3,74,131,175,0,RH_SomMotA_3
227,RH_SomMotA_4,74,131,176,0,RH_SomMotA_4
228,RH_SomMotA_5,74,131,177,0,RH_SomMotA_5
229,RH_SomMotA_6,74,131,178,0,RH_SomMotA_6
230,RH_SomMotA_7,74,131,179,0,RH_SomMotA_7
231,RH_SomMotA_8,74,131,180,0,RH_SomMotA_8
232,RH_SomMotA_9,74,131,182,0,RH_SomMotA_9
233,RH_SomMotA_10,74,131,183,0,RH_SomMotA_10
234,RH_SomMotA_11,74,131,184,0,RH_SomMotA_11
235,RH_SomMotA_12,74,131,185,0,RH_SomMotA_12
236,RH_SomMotA_13,74,131,186,0,RH_SomMotA_13
237,RH_SomMotA_14,74,131,187,0,RH_SomMotA_14
238,RH_SomMotA_15,74,131,188,0,RH_SomMotA_15
239,RH_SomMotA_16,74,132,181,0,RH_SomMotA_16
240,RH_SomMotA_17,74,132,182,0,RH_SomMotA_17
241,RH_SomMotA_18,74,132,183,0,RH_SomMotA_18
242,RH_SomMotA_19,74,132,184,0,RH_SomMotA_19
243,RH_SomMotA_20,74,132,185,0,RH_SomMotA_20
244,RH_SomMotB_Aud_1,47,205,158,0,RH_SomMotB_S2_1
245,RH_SomMotB_Aud_2,47,205,159,0,RH_SomMotB_S2_2
246,RH_SomMotB_Ins_1,47,205,160,0,RH_SomMotB_S2_3
247,RH_SomMotB_S2_1,47,205,161,0,RH_SomMotB_S2_4
248,RH_SomMotB_S2_2,47,205,162,0,RH_SomMotB_S2_5
249,RH_SomMotB_Aud_3,47,205,163,0,RH_SomMotB_S2_6
250,RH_SomMotB_S2_3,47,205,165,0,RH_SomMotB_S2_7
251,RH_SomMotB_S2_4,47,205,166,0,RH_SomMotB_S2_8
252,RH_SomMotB_S2_5,47,205,167,0,RH_SomMotB_S2_9
253,RH_SomMotB_S2_6,47,205,168,0,RH_SomMotB_S2_10
254,RH_SomMotB_S2_7,47,205,169,0,RH_SomMotB_S2_11
255,RH_SomMotB_S2_8,47,205,170,0,RH_SomMotB_S2_12
256,RH_SomMotB_Cent_1,47,205,171,0,RH_SomMotB_S2_13
257,RH_SomMotB_Cent_2,47,206,164,0,RH_SomMotB_S2_14
258,RH_SomMotB_Cent_3,47,206,165,0,RH_SomMotB_S2_15
259,RH_DorsAttnA_TempOcc_1,78,156,60,0,RH_DorsAttnA_TempOcc_1
260,RH_DorsAttnA_TempOcc_2,78,156,62,0,RH_DorsAttnA_TempOcc_2
261,RH_DorsAttnA_TempOcc_3,78,156,63,0,RH_DorsAttnA_TempOcc_3
262,RH_DorsAttnA_ParOcc_1,78,156,64,0,RH_DorsAttnA_TempOcc_4
263,RH_DorsAttnA_ParOcc_2,78,156,65,0,RH_DorsAttnA_TempOcc_5
264,RH_DorsAttnA_ParOcc_3,79,155,58,0,RH_DorsAttnA_SPL_1
265,RH_DorsAttnA_SPL_1,79,155,59,0,RH_DorsAttnA_SPL_2
266,RH_DorsAttnA_SPL_2,79,155,60,0,RH_DorsAttnA_SPL_3
267,RH_DorsAttnA_SPL_3,79,155,62,0,RH_DorsAttnA_SPL_4
268,RH_DorsAttnA_SPL_4,79,155,63,0,RH_DorsAttnA_SPL_5
269,RH_DorsAttnA_SPL_5,79,155,64,0,RH_DorsAttnA_SPL_6
270,RH_DorsAttnA_SPL_6,79,155,65,0,RH_DorsAttnA_SPL_7
271,RH_DorsAttnA_SPL_7,79,155,66,0,RH_DorsAttnA_SPL_8
272,RH_DorsAttnA_SPL_8,79,155,67,0,RH_DorsAttnA_SPL_9
273,RH_DorsAttnB_TempOcc_1,5,118,15,0,RH_DorsAttnB_TempOcc_1
274,RH_DorsAttnB_PostC_1,5,118,13,0,RH_DorsAttnB_PostC_1
275,RH_DorsAttnB_PostC_2,5,118,14,0,RH_DorsAttnB_PostC_2
276,RH_DorsAttnB_PostC_3,5,118,16,0,RH_DorsAttnB_PostC_3
277,RH_DorsAttnB_PostC_4,5,118,17,0,RH_DorsAttnB_PostC_4
278,RH_DorsAttnB_PostC_5,5,118,18,0,RH_DorsAttnB_PostC_5
279,RH_DorsAttnB_PostC_6,5,118,19,0,RH_DorsAttnB_PostC_6
280,RH_DorsAttnB_PostC_7,5,118,20,0,RH_DorsAttnB_PostC_7
281,RH_DorsAttnB_PostC_8,5,118,21,0,RH_DorsAttnB_PostC_8
282,RH_DorsAttnB_FEF_1,5,119,15,0,RH_DorsAttnB_FEF_1
283,RH_DorsAttnB_FEF_2,5,119,16,0,RH_DorsAttnB_FEF_2
284,RH_DorsAttnB_FEF_3,5,119,17,0,RH_DorsAttnB_FEF_3
285,RH_SalVentAttnA_ParOper_1,200,58,250,0,RH_SalVentAttnA_ParOper_1
286,RH_SalVentAttnA_ParOper_2,200,58,251,0,RH_SalVentAttnA_ParOper_2
287,RH_SalVentAttnA_ParOper_3,200,58,252,0,RH_SalVentAttnA_ParOper_3
288,RH_SalVentAttnA_PrC_1,200,57,251,0,RH_SalVentAttnA_PrC_1
289,RH_SalVentAttnA_Ins_1,199,58,248,0,RH_SalVentAttnA_Ins_1
290,RH_SalVentAttnA_Ins_2,199,58,249,0,RH_SalVentAttnA_Ins_2
291,RH_SalVentAttnA_Ins_3,199,58,251,0,RH_SalVentAttnA_Ins_3
292,RH_SalVentAttnA_Ins_4,199,58,252,0,RH_SalVentAttnA_Ins_4
293,RH_SalVentAttnA_FrOper_1,199,58,253,0,RH_SalVentAttnA_Ins_5
294,RH_SalVentAttnA_FrOper_2,199,58,254,0,RH_SalVentAttnA_Ins_6
295,RH_SalVentAttnA_FrOper_3,199,58,255,0,RH_SalVentAttnA_Ins_7
296,RH_SalVentAttnA_FrMed_1,199,58,247,0,RH_SalVentAttnA_ParMed_1
297,RH_SalVentAttnA_ParMed_1,199,58,250,0,RH_SalVentAttnA_ParMed_2
298,RH_SalVentAttnA_ParMed_2,196,51,249,0,RH_SalVentAttnA_ParMed_3
299,RH_SalVentAttnA_FrMed_2,196,52,242,0,RH_SalVentAttnA_ParMed_4
300,RH_SalVentAttnA_ParMed_3,196,52,243,0,RH_SalVentAttnA_ParMed_5
301,RH_SalVentAttnA_ParMed_4,196,52,244,0,RH_SalVentAttnA_ParMed_6
302,RH_SalVentAttnA_FrMed_3,196,52,245,0,RH_SalVentAttnA_ParMed_7
303,RH_SalVentAttnA_FrMed_4,196,52,246,0,RH_SalVentAttnA_ParMed_8
304,RH_SalVentAttnB_IPL_1,250,152,214,0,RH_SalVentAttnB_IPL_1
305,RH_SalVentAttnB_PFClv_1,250,151,214,0,RH_SalVentAttnB_PFCl_1
306,RH_SalVentAttnB_PFCl_1,250,151,215,0,RH_SalVentAttnB_PFCl_2
307,RH_SalVentAttnB_PFCl_2,250,151,216,0,RH_SalVentAttnB_PFCl_3
308,RH_SalVentAttnB_PFCl_3,250,151,217,0,RH_SalVentAttnB_PFCl_4
309,RH_SalVentAttnB_Ins_1,250,152,215,0,RH_SalVentAttnB_PFCv_1
310,RH_SalVentAttnB_Ins_2,250,152,216,0,RH_SalVentAttnB_PFCv_2
311,RH_SalVentAttnB_PFCmp_1,250,153,214,0,RH_SalVentAttnB_PFCmp_1
312,RH_SalVentAttnB_PFCmp_2,250,153,215,0,RH_SalVentAttnB_PFCmp_2
313,RH_LimbicB_OFC_1,126,135,50,0,RH_Limbic_OFC_1
314,RH_LimbicB_OFC_2,126,135,52,0,RH_Limbic_OFC_2
315,RH_LimbicB_OFC_3,126,135,53,0,RH_Limbic_OFC_3
316,RH_LimbicB_OFC_4,126,135,54,0,RH_Limbic_OFC_4
317,RH_LimbicB_OFC_5,126,135,55,0,RH_Limbic_OFC_5
318,RH_LimbicB_OFC_6,126,135,56,0,RH_Limbic_OFC_6
319,RH_LimbicA_TempPole_1,224,248,164,0,RH_Limbic_TempPole_1
320,RH_LimbicA_TempPole_2,224,248,166,0,RH_Limbic_TempPole_2
321,RH_LimbicA_TempPole_3,224,248,167,0,RH_Limbic_TempPole_3
322,RH_LimbicA_TempPole_4,224,248,168,0,RH_Limbic_TempPole_4
323,RH_LimbicA_TempPole_5,224,248,169,0,RH_Limbic_TempPole_5
324,RH_LimbicA_TempPole_6,224,248,170,0,RH_Limbic_TempPole_6
325,RH_ContA_IPS_1,234,147,35,0,RH_ContA_IPS_1
326,RH_ContA_IPS_2,234,147,36,0,RH_ContA_IPS_2
327,RH_ContA_IPS_3,234,147,37,0,RH_ContA_IPS_3
328,RH_ContA_IPS_4,234,147,38,0,RH_ContA_IPS_4
329,RH_ContA_PFCd_1,234,147,34,0,RH_ContA_PFCd_1
330,RH_ContA_PFCl_1,233,148,33,0,RH_ContA_PFCl_1
331,RH_ContA_PFCl_2,233,148,35,0,RH_ContA_PFCl_2
332,RH_ContA_PFCl_3,233,148,36,0,RH_ContA_PFCl_3
333,RH_ContA_PFCl_4,233,148,37,0,RH_ContA_PFCl_4
334,RH_ContA_PFCl_5,233,148,38,0,RH_ContA_PFCl_5
335,RH_ContA_Cingm_1,233,148,34,0,RH_ContA_Cinga_1
336,RH_ContB_Temp_1,140,51,76,0,RH_ContB_Temp_1
337,RH_ContB_Temp_2,140,51,77,0,RH_ContB_Temp_2
338,RH_ContB_IPL_1,139,50,74,0,RH_ContB_IPL_1
339,RH_ContB_IPL_2,139,50,75,0,RH_ContB_IPL_2
340,RH_ContB_IPL_3,139,50,76,0,RH_ContB_IPL_3
